,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_1988010718,1,60,1730,1000,15, ,0
1,0001_1988010800,2,76,1718,995,20, ,0
2,0001_1988010806,2,79,1708,995,20, ,0
3,0001_1988010812,3,83,1695,990,25, ,0
4,0001_1988010818,3,84,1680,985,25, ,0
5,0001_1988010900,3,82,1666,985,25, ,0
6,0001_1988010906,3,83,1653,985,25, ,0
7,0001_1988010912,3,83,1638,980,30, ,0
8,0001_1988010918,3,84,1622,980,30, ,0
9,0001_1988011000,4,87,1600,970,35, ,0
10,0001_1988011006,5,93,1575,955,45, ,0
11,0001_1988011012,5,100,1554,945,50, ,0
12,0001_1988011018,5,108,1534,945,50, ,0
13,0001_1988011100,5,114,1519,945,50, ,0
14,0001_1988011106,5,118,1504,950,50, ,0
15,0001_1988011112,5,123,1490,950,50, ,0
16,0001_1988011118,5,128,1478,950,50, ,0
17,0001_1988011200,5,132,1470,950,50, ,0
18,0001_1988011206,5,140,1457,945,50, ,0
19,0001_1988011212,5,143,1444,945,50, ,0
20,0001_1988011218,5,148,1433,945,50, ,0
21,0001_1988011300,5,150,1425,940,50, ,0
22,0001_1988011306,5,153,1417,940,50, ,0
23,0001_1988011312,5,153,1412,945,45, ,0
24,0001_1988011318,5,147,1403,945,45, ,0
25,0001_1988011400,5,142,1392,945,45, ,0
26,0001_1988011406,4,135,1376,950,40, ,0
27,0001_1988011412,4,127,1359,950,40, ,0
28,0001_1988011418,4,123,1341,950,40, ,0
29,0001_1988011500,5,124,1320,945,45, ,0
30,0001_1988011506,5,127,1297,945,45, ,0
31,0001_1988011512,4,128,1278,950,40, ,0
32,0001_1988011518,4,129,1261,950,40, ,0
33,0001_1988011600,4,130,1242,960,35, ,0
34,0001_1988011606,4,133,1230,970,35, ,0
35,0001_1988011612,3,135,1222,980,30, ,0
36,0001_1988011618,3,136,1213,985,25, ,0
37,0001_1988011700,2,136,1200,990,20, ,0
38,0001_1988011706,2,136,1179,990,20, ,0
39,0001_1988011712,2,137,1169,990,20, ,0
40,0001_1988011718,2,136,1159,995,20, ,0
41,0001_1988011800,2,134,1149,998,20, ,0
42,0001_1988011806,1,133,1140,1002,15, ,0
43,0002_1988052912,1,190,1193,999,15, ,2
44,0002_1988052918,1,187,1194,999,15, ,2
45,0002_1988053000,1,185,1195,998,15, ,2
46,0002_1988053006,2,183,1192,995,20, ,2
47,0002_1988053012,2,183,1192,995,20, ,2
48,0002_1988053018,2,182,1187,995,20, ,2
49,0002_1988053100,3,184,1183,990,25, ,2
50,0002_1988053106,3,187,1181,985,30, ,2
51,0002_1988053112,4,195,1178,980,35, ,2
52,0002_1988053118,4,199,1177,975,40, ,2
53,0002_1988060100,4,202,1175,975,40, ,2
54,0002_1988060106,4,206,1180,975,40, ,2
55,0002_1988060112,4,210,1187,975,40, ,2
56,0002_1988060118,4,216,1197,980,35, ,2
57,0002_1988060200,4,222,1210,980,35, ,2
58,0002_1988060206,3,232,1227,985,30, ,2
59,0002_1988060212,3,245,1249,990,25, ,2
60,0002_1988060218,3,254,1265,990,25, ,2
61,0002_1988060300,2,260,1287,995,20, ,2
62,0002_1988060306,1,268,1310,998,15, ,2
63,0003_1988060400,1,180,1285,1002,12, ,0
64,0003_1988060406,1,186,1275,1002,12, ,0
65,0003_1988060412,1,188,1268,1000,15, ,0
66,0003_1988060418,1,194,1253,1000,15, ,0
67,0003_1988060500,1,200,1239,1000,15, ,0
68,0003_1988060506,1,204,1226,998,15, ,0
69,0003_1988060512,1,211,1213,998,15, ,0
70,0003_1988060518,1,218,1204,1000,12, ,0
71,0003_1988060600,0,228,1196,1002,10, ,0
72,0003_1988060606,0,235,1188,1002,10, ,0
73,0004_1988061900,1,69,1380,1005,15, ,0
74,0004_1988061906,1,70,1370,1005,15, ,0
75,0004_1988061912,1,75,1363,1005,15, ,0
76,0004_1988061918,1,82,1350,1002,15, ,0
77,0004_1988062000,1,88,1335,1000,15, ,0
78,0004_1988062006,2,93,1324,998,20, ,0
79,0004_1988062012,2,100,1319,995,20, ,0
80,0004_1988062018,3,115,1317,990,25, ,0
81,0004_1988062100,3,127,1302,990,25, ,0
82,0004_1988062106,3,138,1288,990,25, ,0
83,0004_1988062112,3,144,1275,990,25, ,0
84,0004_1988062118,3,151,1264,985,25, ,0
85,0004_1988062200,3,155,1256,980,30, ,0
86,0004_1988062206,3,161,1250,980,30, ,0
87,0004_1988062212,4,169,1246,975,35, ,0
88,0004_1988062218,4,177,1244,970,35, ,0
89,0004_1988062300,4,186,1245,965,35, ,0
90,0004_1988062306,4,199,1248,965,35, ,0
91,0004_1988062312,3,213,1255,970,30, ,0
92,0004_1988062318,3,227,1265,970,30, ,0
93,0004_1988062400,3,240,1272,975,25, ,0
94,0004_1988062406,3,255,1284,980,25, ,0
95,0004_1988062412,2,268,1301,985,20, ,0
96,0004_1988062418,2,274,1315,990,20, ,0
97,0004_1988062500,1,284,1334,995,15, ,0
98,0004_1988062506,1,300,1360,1000,12, ,0
99,0005_1988062612,1,72,1310,1004,15, ,0
100,0005_1988062618,1,81,1291,1002,15, ,0
101,0005_1988062700,2,90,1275,998,20, ,0
102,0005_1988062706,2,100,1258,995,20, ,0
103,0005_1988062712,2,107,1238,995,20, ,0
104,0005_1988062718,2,117,1222,995,20, ,0
105,0005_1988062800,2,128,1202,995,20, ,0
106,0005_1988062806,3,142,1187,990,25, ,0
107,0005_1988062812,3,154,1170,990,25, ,0
108,0005_1988062818,3,170,1152,990,25, ,0
109,0005_1988062900,2,196,1136,995,20, ,0
110,0005_1988062906,2,210,1131,995,20, ,0
111,0005_1988062912,1,222,1129,1000,15, ,0
112,0006_1988070500,0,230,1333,1005,10, ,0
113,0006_1988070506,0,222,1320,1004,10, ,0
114,0006_1988070512,1,218,1305,1002,15, ,0
115,0006_1988070518,1,225,1297,1002,15, ,0
116,0006_1988070600,1,234,1300,1002,15, ,0
117,0006_1988070606,1,230,1310,1000,15, ,0
118,0006_1988070612,1,223,1300,1000,15, ,0
119,0006_1988070618,1,224,1286,1000,15, ,0
120,0006_1988070700,1,228,1270,1000,15, ,0
121,0006_1988070706,1,227,1258,1000,15, ,0
122,0006_1988070712,1,225,1249,1000,15, ,0
123,0006_1988070718,1,225,1242,1000,15, ,0
124,0006_1988070800,1,227,1235,1000,15, ,0
125,0006_1988070806,1,225,1230,1000,15, ,0
126,0006_1988070812,1,225,1230,1000,15, ,0
127,0006_1988070818,1,223,1228,1000,15, ,0
128,0006_1988070900,1,220,1220,1000,15, ,0
129,0006_1988070906,1,220,1220,1000,15, ,0
130,0006_1988070912,1,218,1218,1000,15, ,0
131,0006_1988070918,1,218,1218,1000,15, ,0
132,0006_1988071000,1,216,1216,1002,12, ,0
133,0006_1988071006,1,213,1210,1002,12, ,0
134,0007_1988071300,1,116,1441,1004,12, ,0
135,0007_1988071306,1,117,1434,1002,15, ,0
136,0007_1988071312,1,119,1428,1000,15, ,0
137,0007_1988071318,1,120,1422,1000,15, ,0
138,0007_1988071400,1,121,1415,1000,15, ,0
139,0007_1988071406,2,123,1405,995,20, ,0
140,0007_1988071412,2,127,1397,995,20, ,0
141,0007_1988071418,3,126,1388,990,25, ,0
142,0007_1988071500,3,128,1380,990,25, ,0
143,0007_1988071506,3,130,1373,985,30, ,0
144,0007_1988071512,3,134,1364,980,30, ,0
145,0007_1988071518,3,139,1348,980,30, ,0
146,0007_1988071600,4,142,1335,975,35, ,0
147,0007_1988071606,4,148,1321,975,35, ,0
148,0007_1988071612,4,153,1303,965,40, ,0
149,0007_1988071618,5,158,1287,955,45, ,0
150,0007_1988071700,6,162,1273,945,55, ,0
151,0007_1988071706,6,169,1256,945,55, ,0
152,0007_1988071712,5,177,1241,950,50, ,0
153,0007_1988071718,5,182,1227,955,45, ,0
154,0007_1988071800,4,186,1217,960,40, ,0
155,0007_1988071806,4,192,1205,960,40, ,0
156,0007_1988071812,4,202,1193,965,40, ,0
157,0007_1988071818,4,206,1181,965,40, ,0
158,0007_1988071900,4,213,1171,970,35, ,0
159,0007_1988071906,4,225,1165,970,35, ,0
160,0007_1988071912,3,234,1156,975,30, ,0
161,0007_1988071918,2,244,1147,990,20, ,0
162,0007_1988072000,1,250,1130,998,15, ,0
163,0008_1988072706,1,250,1430,1000,15, ,1
164,0008_1988072712,1,226,1420,1000,15, ,1
165,0008_1988072718,1,213,1412,998,15, ,1
166,0008_1988072800,1,207,1408,998,15, ,1
167,0008_1988072806,1,200,1407,996,15, ,1
168,0008_1988072812,1,201,1405,996,15, ,1
169,0008_1988072818,1,206,1405,996,15, ,1
170,0008_1988072900,1,211,1406,996,15, ,1
171,0008_1988072906,1,215,1408,993,15, ,1
172,0008_1988072912,1,225,1409,992,15, ,1
173,0008_1988072918,2,237,1410,990,20, ,1
174,0008_1988073000,2,257,1412,985,20, ,1
175,0008_1988073006,3,276,1417,980,25, ,1
176,0008_1988073012,3,298,1421,980,25, ,1
177,0008_1988073018,3,311,1426,985,25, ,1
178,0008_1988073100,3,329,1438,985,25, ,1
179,0008_1988073106,3,351,1456,985,25, ,1
180,0008_1988073112,3,374,1483,985,25, ,1
181,0008_1988073118,3,399,1515,985,25, ,1
182,0008_1988080100,2,420,1560,990,20, ,1
183,0008_1988080106,1,440,1600,995,15, ,1
184,0009_1988073012,1,200,1344,1000,15, ,0
185,0009_1988073018,1,206,1336,1000,15, ,0
186,0009_1988073100,1,215,1331,1000,15, ,0
187,0009_1988073106,1,227,1329,1000,15, ,0
188,0009_1988073112,1,241,1330,1000,15, ,0
189,0009_1988073118,1,253,1333,1000,15, ,0
190,0009_1988080100,1,263,1339,1002,15, ,0
191,0009_1988080106,1,280,1347,1002,15, ,0
192,0009_1988080112,1,294,1355,1002,15, ,0
193,0009_1988080118,1,310,1365,1002,15, ,0
194,0009_1988080200,1,320,1371,1000,15, ,0
195,0009_1988080206,1,327,1378,1000,15, ,0
196,0009_1988080212,1,334,1382,1000,15, ,0
197,0009_1988080218,1,340,1390,1000,15, ,0
198,0009_1988080300,1,345,1395,1002,12, ,0
199,0010_1988073118,1,175,1160,1001,12, ,0
200,0010_1988080100,1,178,1155,1001,12, ,0
201,0010_1988080106,1,187,1150,1001,12, ,0
202,0010_1988080112,1,190,1140,1001,15, ,0
203,0010_1988080118,1,191,1130,1002,12, ,0
204,0010_1988080200,1,190,1120,1002,12, ,0
205,0010_1988080206,1,194,1111,1002,12, ,0
206,0010_1988080212,1,195,1105,1001,12, ,0
207,0010_1988080218,0,198,1088,1001,10,15,0
208,0010_1988080300,0,205,1080,1001,10, ,0
209,0010_1988080306,0,212,1075,1001,10, ,0
210,0010_1988080312,0,213,1074,1001,10, ,0
211,0010_1988080318,0,214,1073,1001,10, ,0
212,0010_1988080400,0,214,1072,1002,10, ,0
213,0010_1988080406,0,215,1070,1001,10, ,0
214,0011_1988080418,0,210,1282,1002,10, ,0
215,0011_1988080500,1,215,1281,1002,12, ,0
216,0011_1988080506,1,220,1280,1000,15, ,0
217,0011_1988080512,1,228,1282,1000,15, ,0
218,0011_1988080518,1,237,1283,1000,15, ,0
219,0011_1988080600,1,245,1282,998,15, ,0
220,0011_1988080606,1,250,1280,998,15, ,0
221,0011_1988080612,1,258,1278,998,15, ,0
222,0011_1988080618,2,265,1267,994,20, ,0
223,0011_1988080700,2,275,1254,990,20, ,0
224,0011_1988080706,3,285,1243,985,30, ,0
225,0011_1988080712,4,291,1231,980,35, ,0
226,0011_1988080718,4,297,1210,970,35, ,0
227,0011_1988080800,4,304,1195,985,35, ,0
228,0011_1988080806,4,310,1179,990,35, ,0
229,0011_1988080812,3,312,1163,990,25, ,0
230,0011_1988080818,2,316,1148,995,20, ,0
231,0011_1988080900,2,316,1139,998,20, ,0
232,0011_1988080906,1,318,1130,1000,15, ,0
233,0011_1988080912,1,322,1119,1002,12, ,0
234,0012_1988080600,0,268,1750,1012,9, ,0
235,0012_1988080606,0,270,1722,1012,9, ,0
236,0012_1988080612,0,271,1702,1012,9, ,0
237,0012_1988080618,0,275,1691,1012,9, ,0
238,0012_1988080700,0,280,1680,1012,9, ,0
239,0012_1988080706,0,280,1660,1012,9, ,0
240,0012_1988080712,0,280,1660,1012,9, ,0
241,0012_1988080718,0,280,1645,1010,9, ,0
242,0012_1988080800,0,285,1638,1010,9, ,0
243,0012_1988080806,0,285,1638,1008,10, ,0
244,0012_1988080812,0,285,1638,1008,10, ,0
