,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_2000050500,1,96,1360,1004,15, ,1
1,0001_2000050506,1,99,1350,1004,15, ,1
2,0001_2000050512,1,102,1344,1004,15, ,1
3,0001_2000050518,1,107,1337,1002,15, ,1
4,0001_2000050600,1,111,1330,1002,15, ,1
5,0001_2000050606,1,118,1323,1002,15, ,1
6,0001_2000050612,1,125,1321,1000,15, ,1
7,0001_2000050618,1,130,1318,1000,15, ,1
8,0001_2000050700,2,132,1316,995,20, ,1
9,0001_2000050706,3,134,1313,985,25, ,1
10,0001_2000050712,3,137,1312,980,28, ,1
11,0001_2000050718,3,138,1313,980,30, ,1
12,0001_2000050800,4,140,1315,975,33, ,1
13,0001_2000050806,4,143,1320,970,35, ,1
14,0001_2000050812,4,146,1324,970,35, ,1
15,0001_2000050818,4,151,1330,965,40, ,1
16,0001_2000050900,5,156,1335,955,45, ,1
17,0001_2000050906,5,164,1344,945,50, ,1
18,0001_2000050912,5,173,1353,940,50, ,1
19,0001_2000050918,5,187,1360,935,50, ,1
20,0001_2000051000,5,195,1368,935,50, ,1
21,0001_2000051006,5,208,1378,945,45, ,1
22,0001_2000051012,4,222,1388,955,40, ,1
23,0001_2000051018,4,230,1395,955,40, ,1
24,0001_2000051100,4,237,1399,965,35, ,1
25,0001_2000051106,3,251,1411,975,30, ,1
26,0001_2000051112,3,260,1420,980,28, ,1
27,0001_2000051118,3,269,1435,980,25, ,1
28,0001_2000051200,2,277,1459,990,20, ,1
29,0001_2000051206,2,283,1479,995,18, ,1
30,0001_2000051212,9,284,1495,998,15, ,1
31,0002_2000051712,0,160,1192,1002,10, ,1
32,0002_2000051718,1,161,1205,1000,12, ,1
33,0002_2000051800,1,162,1212,1000,12, ,1
34,0002_2000051806,1,179,1225,998,12, ,1
35,0002_2000051812,1,190,1233,998,12, ,1
36,0002_2000051818,1,204,1245,998,15, ,1
37,0002_2000051900,2,213,1255,995,20, ,1
38,0002_2000051906,2,223,1269,995,20, ,1
39,0002_2000051912,2,232,1286,995,20, ,1
40,0002_2000051918,2,247,1308,990,23, ,1
41,0002_2000052000,2,264,1350,995,20, ,1
42,0002_2000052006,9,282,1390,998,15, ,1
43,0002_2000052012,9,302,1420,1000,15, ,1
44,0002_2000052018,9,313,1448,1000,15, ,1
45,0002_2000052100,9,335,1468,1000,15, ,1
46,0003_2000052000,1,180,1160,1002,15, ,0
47,0003_2000052006,1,179,1165,1002,15, ,0
48,0003_2000052012,1,178,1172,1002,15, ,0
49,0003_2000052018,1,178,1180,1002,15, ,0
50,0003_2000052100,1,181,1189,1002,15, ,0
51,0003_2000052106,1,190,1195,1002,15, ,0
52,0003_2000052112,1,198,1206,1004,15, ,0
53,0003_2000052118,1,210,1230,1004,15, ,0
54,0003_2000052200,1,216,1250,1004,15, ,0
55,0003_2000052206,1,222,1268,1005,12, ,0
56,0004_2000053018,1,126,1109,1003,12, ,0
57,0004_2000053100,1,134,1111,1002,15, ,0
58,0004_2000053106,1,143,1108,1002,15, ,0
59,0004_2000053112,1,149,1103,1001,15, ,0
60,0004_2000053118,1,153,1098,1001,15, ,0
61,0004_2000060100,1,162,1090,1001,15, ,0
62,0004_2000060106,1,167,1082,1003,12, ,0
63,0004_2000060112,1,175,1075,1003,12, ,0
64,0004_2000060118,0,190,1058,1005,10, ,0
65,0005_2000061612,0,165,1140,1003,10, ,0
66,0005_2000061618,0,171,1150,1003,10, ,0
67,0005_2000061700,1,180,1156,1003,12, ,0
68,0005_2000061706,1,190,1155,1003,15, ,0
69,0005_2000061712,1,199,1145,1003,15, ,0
70,0005_2000061718,1,204,1135,1003,15, ,0
71,0005_2000061800,1,208,1132,1003,15, ,0
72,0005_2000061806,1,217,1132,1002,15, ,0
73,0005_2000061812,1,221,1139,1002,15, ,0
74,0006_2000070212,1,140,1330,1002,15, ,1
75,0006_2000070218,1,144,1324,1000,15, ,1
76,0006_2000070300,2,153,1320,995,20, ,1
77,0006_2000070306,2,162,1320,995,20, ,1
78,0006_2000070312,3,167,1317,985,25, ,1
79,0006_2000070318,3,171,1316,980,30, ,1
80,0006_2000070400,4,173,1317,975,33, ,1
81,0006_2000070406,4,183,1317,960,40, ,1
