,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_1984060800,1,120,1135,1003,12, ,0
1,0001_1984060806,1,125,1129,1002,15, ,0
2,0001_1984060812,1,130,1126,1002,15, ,0
3,0001_1984060818,1,135,1124,999,15, ,0
4,0001_1984060900,1,140,1123,999,15, ,0
5,0001_1984060906,2,143,1121,998,20, ,0
6,0001_1984060912,2,148,1119,994,20, ,0
7,0001_1984060918,2,152,1112,994,20, ,0
8,0001_1984061000,2,155,1098,995,20, ,0
9,0001_1984061006,2,161,1089,996,20, ,0
10,0001_1984061012,2,170,1075,998,20, ,0
11,0001_1984061018,1,167,1065,1000,15, ,0
12,0001_1984061100,1,163,1045,1000,12, ,0
13,0002_1984061806,0,202,1360,1005,10, ,0
14,0002_1984061812,0,203,1349,1004,10, ,0
15,0002_1984061818,1,203,1340,1002,15, ,0
16,0002_1984061900,1,203,1329,1002,15, ,0
17,0002_1984061906,1,207,1319,1002,15, ,0
18,0002_1984061912,1,210,1311,1000,15, ,0
19,0002_1984061918,2,213,1305,996,20, ,0
20,0002_1984062000,2,216,1298,992,20, ,0
21,0002_1984062006,2,218,1293,992,20, ,0
22,0002_1984062012,3,222,1290,992,25, ,0
23,0002_1984062018,3,223,1288,992,25, ,0
24,0002_1984062100,3,225,1285,992,25, ,0
25,0002_1984062106,3,225,1281,990,25, ,0
26,0002_1984062112,3,223,1278,988,25, ,0
27,0002_1984062118,3,223,1274,986,25, ,0
28,0002_1984062200,3,223,1268,986,25, ,0
29,0002_1984062206,3,223,1264,986,25, ,0
30,0002_1984062212,3,222,1258,986,25, ,0
31,0002_1984062218,3,221,1248,986,25, ,0
32,0002_1984062300,3,222,1241,985,25, ,0
33,0002_1984062306,3,220,1234,982,30, ,0
34,0002_1984062312,3,219,1223,982,30, ,0
35,0002_1984062318,3,218,1206,982,30, ,0
36,0002_1984062400,3,215,1189,980,30, ,0
37,0002_1984062406,3,215,1176,980,30, ,0
38,0002_1984062412,3,213,1162,980,30, ,0
39,0002_1984062418,3,212,1148,975,30, ,0
40,0002_1984062500,3,211,1135,972,30, ,0
41,0002_1984062506,3,213,1123,970,30, ,0
42,0002_1984062512,3,215,1109,970,30, ,0
43,0002_1984062518,3,216,1089,978,30, ,0
44,0002_1984062600,2,218,1073,985,20, ,0
45,0002_1984062606,1,215,1063,990,15, ,0
46,0002_1984062612,1,210,1045,994,12, ,0
47,0003_1984063000,0,160,1260,1007,9, ,0
48,0003_1984063006,0,157,1258,1007,9, ,0
49,0003_1984063012,0,155,1255,1007,9, ,0
50,0003_1984063018,0,158,1250,1006,10, ,0
51,0003_1984070100,1,162,1248,1006,12, ,0
52,0003_1984070106,1,166,1246,1003,15, ,0
53,0003_1984070112,1,170,1245,1000,15, ,0
54,0003_1984070118,2,173,1243,995,20, ,0
55,0003_1984070200,3,175,1240,985,25, ,0
56,0003_1984070206,3,182,1234,980,30, ,0
57,0003_1984070212,3,192,1228,976,30, ,0
58,0003_1984070218,4,207,1218,968,35, ,0
59,0003_1984070300,4,217,1216,962,35, ,0
60,0003_1984070306,3,233,1214,985,30, ,0
61,0003_1984070306,2,243,1203,995,20, ,0
62,0003_1984070312,2,251,1209,990,20, ,0
63,0003_1984070318,3,263,1210,985,25, ,0
64,0003_1984070400,3,280,1211,998,25, ,0
65,0003_1984070406,2,294,1216,1000,20, ,0
66,0003_1984070412,1,312,1228,1003,15, ,0
