,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_2005011400,1,60,1502,1004,15, ,0
1,0001_2005011406,1,57,1480,1002,15, ,0
2,0001_2005011412,1,60,1474,1000,15, ,0
3,0001_2005011418,1,68,1471,1000,15, ,0
4,0001_2005011500,1,75,1463,1000,15, ,0
5,0001_2005011506,1,81,1474,998,15, ,0
6,0001_2005011512,2,95,1474,995,18, ,0
7,0001_2005011518,2,104,1469,992,20, ,0
8,0001_2005011600,2,115,1466,992,20, ,0
9,0001_2005011606,2,125,1462,990,23, ,0
10,0001_2005011612,2,131,1459,990,23, ,0
11,0001_2005011618,2,135,1465,990,23, ,0
12,0001_2005011700,2,142,1477,990,23, ,0
13,0001_2005011706,2,149,1486,990,23, ,0
14,0001_2005011712,2,157,1496,990,23, ,0
15,0001_2005011718,3,163,1507,985,25, ,0
16,0001_2005011800,3,167,1516,985,25, ,0
17,0001_2005011806,3,173,1526,985,25, ,0
18,0001_2005011812,3,176,1532,985,25, ,0
19,0001_2005011818,2,180,1538,990,23, ,0
20,0001_2005011900,2,184,1544,1000,18, ,0
21,0001_2005011906,1,187,1551,1004,15, ,0
22,0001_2005011912,1,189,1558,1010,12, ,0
23,0002_2005031200,0,60,1514,1008,10, ,0
24,0002_2005031206,0,63,1509,1006,10, ,0
25,0002_2005031212,0,67,1502,1006,10, ,0
26,0002_2005031218,0,70,1495,1006,10, ,0
27,0002_2005031300,0,73,1485,1006,10, ,0
28,0002_2005031306,1,79,1471,1004,12, ,0
29,0002_2005031312,1,84,1455,1002,15, ,0
30,0002_2005031318,1,93,1437,1000,15, ,0
31,0002_2005031400,1,99,1425,1000,15, ,0
32,0002_2005031406,1,104,1412,1000,15, ,0
33,0002_2005031412,1,106,1400,1000,15, ,0
34,0002_2005031418,1,109,1387,1000,15, ,0
35,0002_2005031500,2,115,1375,996,18, ,0
36,0002_2005031506,2,121,1360,992,20, ,0
37,0002_2005031512,2,123,1345,992,20, ,0
38,0002_2005031518,2,122,1329,990,23, ,0
39,0002_2005031600,3,118,1311,990,25, ,0
40,0002_2005031606,3,117,1289,980,30, ,0
41,0002_2005031612,3,115,1266,980,30, ,0
42,0002_2005031618,3,110,1247,990,25, ,0
43,0002_2005031700,2,110,1228,990,23, ,0
44,0002_2005031706,2,115,1211,995,20, ,0
45,0002_2005031712,2,120,1200,996,18, ,0
46,0002_2005031718,1,118,1186,1002,15, ,0
47,0002_2005031800,1,119,1171,1004,12, ,0
48,0002_2005031806,1,119,1159,1004,12, ,0
49,0002_2005031812,0,116,1146,1006,10, ,0
50,0002_2005031818,0,114,1134,1006,10, ,0
51,0002_2005031900,0,109,1120,1006,10, ,0
52,0002_2005031906,0,105,1105,1006,10, ,0
53,0003_2005042106,1,87,1419,1004,12, ,0
54,0003_2005042112,1,99,1399,1004,12, ,0
55,0003_2005042118,1,106,1386,1004,12, ,0
56,0003_2005042200,1,110,1374,1004,12, ,0
57,0003_2005042206,1,115,1361,1000,15, ,0
58,0003_2005042212,1,115,1344,1000,15, ,0
59,0003_2005042218,1,113,1334,1000,15, ,0
60,0003_2005042300,2,116,1328,996,18, ,0
61,0003_2005042306,2,122,1319,990,23, ,0
62,0003_2005042312,3,126,1315,980,30, ,0
63,0003_2005042318,4,131,1312,975,33, ,0
64,0003_2005042400,4,135,1308,970,35, ,0
65,0003_2005042406,4,140,1308,960,40, ,0
66,0003_2005042412,5,145,1308,950,45, ,0
67,0003_2005042418,5,152,1310,950,45, ,0
68,0003_2005042500,5,160,1312,950,45, ,0
69,0003_2005042506,5,166,1316,950,45, ,0
70,0003_2005042512,5,175,1322,950,45, ,0
71,0003_2005042518,5,187,1328,955,45, ,0
72,0003_2005042600,5,200,1340,955,45, ,0
73,0003_2005042606,4,217,1357,965,40, ,0
74,0003_2005042612,4,235,1381,965,40, ,0
75,0003_2005042618,4,248,1402,975,33, ,0
76,0003_2005042700,3,255,1427,980,28, ,0
77,0003_2005042706,2,267,1456,990,23, ,0
78,0003_2005042712,9,277,1487,996,15, ,0
79,0003_2005042718,9,285,1516,1000,15, ,0
80,0003_2005042800,9,286,1553,1004,15, ,0
81,0003_2005042806,9,284,1583,1006,12, ,0
82,0003_2005042812,9,284,1612,1006,12, ,0
83,0003_2005042818,9,282,1636,1006,12, ,0
84,0003_2005042900,9,276,1658,1008,10, ,0
85,0003_2005042906,9,270,1677,1008,10, ,0
86,0004_2005053000,1,87,1484,1008,12, ,0
87,0004_2005053006,1,91,1473,1006,12, ,0
88,0004_2005053012,1,93,1466,1006,12, ,0
89,0004_2005053018,1,95,1461,1004,15, ,0
90,0004_2005053100,1,97,1456,1004,15, ,0
91,0004_2005053106,1,99,1450,1002,15, ,0
92,0004_2005053112,2,103,1444,1000,18, ,0
93,0004_2005053118,2,105,1437,995,23, ,0
94,0004_2005060100,3,108,1428,990,25, ,0
95,0004_2005060106,3,107,1416,985,28, ,0
96,0004_2005060112,4,107,1405,975,33, ,0
97,0004_2005060118,4,109,1396,970,35, ,0
98,0004_2005060200,4,112,1385,960,40, ,0
99,0004_2005060206,4,114,1374,960,40, ,0
100,0004_2005060212,5,117,1363,950,45, ,0
101,0004_2005060218,5,121,1354,950,45, ,0
102,0004_2005060300,5,123,1344,950,45, ,0
103,0004_2005060306,5,129,1337,950,45, ,0
104,0004_2005060312,5,137,1326,950,45, ,0
105,0004_2005060318,5,141,1318,950,45, ,0
106,0004_2005060400,5,146,1314,940,50, ,0
107,0004_2005060406,5,151,1310,940,50, ,0
108,0004_2005060412,5,157,1306,940,50, ,0
109,0004_2005060418,5,164,1304,950,45, ,0
110,0004_2005060500,5,173,1304,950,45, ,0
111,0004_2005060506,5,181,1307,950,45, ,0
112,0004_2005060512,4,189,1313,960,40, ,0
113,0004_2005060518,4,197,1320,960,40, ,0
114,0004_2005060600,4,206,1325,960,40, ,0
115,0004_2005060606,5,212,1334,950,45, ,0
116,0004_2005060612,5,219,1338,950,45, ,0
117,0004_2005060618,5,223,1341,950,45, ,0
118,0004_2005060700,4,229,1342,960,40, ,0
119,0004_2005060706,4,235,1341,960,40, ,0
120,0004_2005060712,4,238,1338,960,40, ,0
121,0004_2005060718,4,244,1337,960,40, ,0
122,0004_2005060800,4,250,1339,960,40, ,0
123,0004_2005060806,4,256,1343,970,35, ,0
124,0004_2005060812,4,261,1353,970,35, ,0
125,0004_2005060818,4,269,1359,975,33, ,0
126,0004_2005060900,3,277,1365,980,30, ,0
127,0004_2005060906,3,285,1371,980,30, ,0
128,0004_2005060912,3,291,1377,985,28, ,0
129,0004_2005060918,3,297,1382,990,25, ,0
130,0004_2005061000,2,304,1388,990,23, ,0
131,0004_2005061006,2,310,1394,990,23, ,0
132,0004_2005061012,2,319,1411,995,20, ,0
133,0004_2005061018,2,327,1424,995,20, ,0
134,0004_2005061100,1,346,1451,998,15, ,0
135,0004_2005061106,1,366,1474,998,15, ,0
136,0005_2005071018,1,221,1541,1010,12, ,0
137,0005_2005071100,1,221,1536,1010,12, ,0
138,0005_2005071106,1,222,1531,1008,12, ,0
139,0005_2005071112,1,224,1527,1006,12, ,0
140,0005_2005071118,1,227,1523,1005,15, ,0
141,0005_2005071200,1,231,1518,1002,15, ,0
142,0005_2005071206,2,234,1512,1000,18, ,0
143,0005_2005071212,2,233,1505,1000,18, ,0
144,0005_2005071218,2,231,1499,1000,18, ,0
145,0005_2005071300,2,229,1492,998,18, ,0
146,0005_2005071306,2,223,1483,995,20, ,0
147,0005_2005071312,3,217,1471,985,28, ,0
148,0005_2005071318,4,213,1460,975,33, ,0
149,0005_2005071400,4,206,1446,970,35, ,0
150,0005_2005071406,4,200,1427,970,35, ,0
151,0005_2005071412,4,196,1411,970,35, ,0
152,0005_2005071418,4,193,1393,960,40, ,0
153,0005_2005071500,4,191,1369,960,40, ,0
154,0005_2005071506,5,191,1349,955,45, ,0
155,0005_2005071512,5,193,1335,955,45, ,0
156,0005_2005071518,5,195,1319,940,50, ,0
157,0005_2005071600,5,199,1304,940,50, ,0
158,0005_2005071606,6,203,1291,935,55, ,0
159,0005_2005071612,6,207,1277,920,60, ,0
160,0005_2005071618,6,209,1266,920,60, ,0
161,0005_2005071700,6,214,1258,920,60, ,0
162,0005_2005071706,6,223,1250,935,55, ,0
163,0005_2005071712,5,230,1240,940,50, ,0
164,0005_2005071718,5,237,1231,940,50, ,0
165,0005_2005071800,5,238,1218,950,45, ,0
166,0005_2005071806,5,242,1219,950,45, ,0
167,0005_2005071812,4,246,1212,970,35, ,0
168,0005_2005071818,4,247,1206,970,35, ,0
169,0005_2005071900,4,250,1202,970,35, ,0
170,0005_2005071906,4,258,1199,975,33, ,0
171,0005_2005071912,3,263,1194,980,30, ,0
172,0005_2005071918,2,265,1188,990,23, ,0
173,0005_2005072000,2,272,1180,990,18, ,0
174,0005_2005072006,1,278,1175,996,15, ,0
175,0005_2005072012,1,280,1168,998,15, ,0
176,0005_2005072018,1,281,1162,998,12, ,0
177,0005_2005072100,1,282,1154,998,12, ,0
178,0005_2005072106,1,283,1145,999,12, ,0
179,0006_2005071800,1,213,1680,1008,12, ,0
180,0006_2005071806,1,219,1680,1008,12, ,0
181,0006_2005071812,1,223,1676,1008,12, ,0
182,0006_2005071818,1,227,1671,1008,12, ,0
183,0006_2005071900,1,228,1664,1008,15, ,0
184,0006_2005071906,1,230,1657,1008,15, ,0
185,0006_2005071912,1,232,1650,1008,15, ,0
186,0006_2005071918,1,236,1644,1006,15, ,0
187,0006_2005072000,1,242,1639,1002,15, ,0
188,0006_2005072006,1,250,1632,1002,15, ,0
189,0006_2005072012,2,260,1626,998,18, ,0
190,0006_2005072018,2,265,1619,995,20, ,0
191,0006_2005072100,2,270,1611,990,23, ,0
192,0006_2005072106,2,276,1604,990,23, ,0
193,0006_2005072112,2,284,1594,990,23, ,0
194,0006_2005072118,2,293,1588,990,23, ,0
195,0006_2005072200,2,300,1586,990,23, ,0
196,0006_2005072206,2,306,1587,990,23, ,0
197,0006_2005072212,2,314,1590,990,23, ,0
198,0006_2005072218,2,320,1594,990,23, ,0
199,0006_2005072300,2,324,1597,995,20, ,0
200,0006_2005072306,2,326,1600,995,20, ,0
201,0006_2005072312,2,327,1606,995,20, ,0
202,0006_2005072318,2,332,1617,995,20, ,0
203,0006_2005072400,2,344,1628,998,18, ,0
204,0006_2005072406,2,350,1633,998,18, ,0
205,0006_2005072412,9,357,1639,1000,15, ,0
206,0006_2005072418,9,364,1644,1002,15, ,0
207,0006_2005072500,9,370,1649,1004,15, ,0
208,0006_2005072506,9,377,1654,1004,15, ,0
209,0006_2005072512,9,383,1658,1004,12, ,0
210,0006_2005072518,9,388,1661,1004,12, ,0
211,0006_2005072600,9,393,1660,1004,12, ,0
212,0006_2005072606,9,398,1658,1004,12, ,0
213,0006_2005072612,9,402,1657,1004,12, ,0
214,0006_2005072618,9,406,1656,1004,12, ,0
215,0006_2005072700,9,410,1656,1004,12, ,0
216,0006_2005072706,9,415,1655,1006,10, ,0
217,0006_2005072712,9,420,1655,1006,10, ,0
218,0006_2005072718,9,426,1655,1006,10, ,0
219,0007_2005072012,1,132,1380,1004,12, ,1
220,0007_2005072018,1,133,1378,1000,15, ,1
221,0007_2005072100,1,134,1377,1000,15, ,1
222,0007_2005072106,1,137,1375,1000,15, ,1
223,0007_2005072112,1,144,1372,1000,15, ,1
224,0007_2005072118,2,150,1372,995,18, ,1
225,0007_2005072200,2,157,1374,995,18, ,1
226,0007_2005072206,2,165,1377,990,20, ,1
227,0007_2005072212,2,174,1381,990,20, ,1
228,0007_2005072218,2,183,1378,990,20, ,1
229,0007_2005072300,2,191,1374,985,23, ,1
230,0007_2005072306,2,198,1369,985,23, ,1
231,0007_2005072312,3,201,1369,985,25, ,1
232,0007_2005072318,3,205,1369,980,28, ,1
233,0007_2005072400,3,217,1372,980,28, ,1
234,0007_2005072406,3,234,1374,980,28, ,1
235,0007_2005072412,3,244,1375,980,28, ,1
236,0007_2005072418,3,256,1373,980,28, ,1
237,0007_2005072500,3,268,1370,980,28, ,1
238,0007_2005072506,3,285,1368,980,28, ,1
239,0007_2005072512,3,301,1367,980,28, ,1
240,0007_2005072518,3,310,1369,985,25, ,1
241,0007_2005072600,3,323,1375,985,25, ,1
242,0007_2005072606,3,334,1389,985,25, ,1
243,0007_2005072612,3,354,1404,985,25, ,1
244,0007_2005072618,3,369,1423,985,25, ,1
245,0007_2005072700,3,390,1449,985,25, ,1
