,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_1997012012,1,85,1365,1004,15, ,0
1,0001_1997012018,1,85,1355,1004,15, ,0
2,0001_1997012100,1,88,1330,1004,15, ,0
3,0001_1997012106,1,92,1326,1004,15, ,0
4,0001_1997012112,1,98,1324,1000,15, ,0
5,0001_1997012118,1,105,1322,1000,15, ,0
6,0001_1997012200,1,113,1323,1000,15, ,0
7,0001_1997012206,1,113,1330,1002,15, ,0
8,0001_1997012212,1,112,1332,1002,15, ,0
9,0002_1997041200,0,75,1585,1002,10, ,0
10,0002_1997041206,1,74,1581,1002,12, ,0
11,0002_1997041212,1,74,1577,1000,15, ,0
12,0002_1997041218,1,76,1573,1000,15, ,0
13,0002_1997041300,1,80,1570,1000,15, ,0
14,0002_1997041306,2,85,1570,995,18, ,0
15,0002_1997041312,2,89,1569,995,18, ,0
16,0002_1997041318,2,93,1565,995,18, ,0
17,0002_1997041400,2,98,1554,995,20, ,0
18,0002_1997041406,2,102,1543,992,20, ,0
19,0002_1997041412,2,102,1532,990,23, ,0
20,0002_1997041418,2,101,1521,990,23, ,0
21,0002_1997041500,3,101,1506,990,25, ,0
22,0002_1997041506,3,101,1492,985,25, ,0
23,0002_1997041512,3,102,1482,985,25, ,0
24,0002_1997041518,3,102,1473,980,30, ,0
25,0002_1997041600,4,103,1467,975,33, ,0
26,0002_1997041606,4,106,1459,975,33, ,0
27,0002_1997041612,4,108,1451,975,33, ,0
28,0002_1997041618,4,112,1443,975,33, ,0
29,0002_1997041700,4,115,1435,970,35, ,0
30,0002_1997041706,4,119,1428,965,40, ,0
31,0002_1997041712,4,124,1420,960,40, ,0
32,0002_1997041718,4,128,1412,960,40, ,0
33,0002_1997041800,4,131,1405,960,40, ,0
34,0002_1997041806,4,133,1398,960,40, ,0
35,0002_1997041812,4,135,1393,960,40, ,0
36,0002_1997041818,4,138,1389,960,40, ,0
37,0002_1997041900,4,142,1385,960,40, ,0
38,0002_1997041906,5,149,1381,955,45, ,0
39,0002_1997041912,5,153,1379,945,50, ,0
40,0002_1997041918,5,160,1377,945,50, ,0
41,0002_1997042000,5,166,1376,945,50, ,0
42,0002_1997042006,5,174,1376,945,50, ,0
43,0002_1997042012,5,182,1375,945,50, ,0
44,0002_1997042018,5,192,1375,945,50, ,0
45,0002_1997042100,4,200,1376,955,40, ,0
46,0002_1997042106,4,209,1380,960,40, ,0
47,0002_1997042112,4,221,1387,960,40, ,0
48,0002_1997042118,4,233,1390,970,35, ,0
49,0002_1997042200,4,245,1397,975,33, ,0
50,0002_1997042206,4,257,1411,975,33, ,0
51,0002_1997042212,3,270,1427,980,30, ,0
52,0002_1997042218,3,277,1440,985,28, ,0
53,0002_1997042300,3,279,1457,990,25, ,0
54,0002_1997042306,2,288,1482,995,20, ,0
55,0002_1997042312,2,298,1513,995,20, ,0
56,0002_1997042318,2,310,1547,995,20, ,0
57,0002_1997042400,1,324,1582,1000,15, ,0
58,0002_1997042406,1,344,1616,1000,15, ,0
59,0002_1997042412,1,365,1646,1004,12, ,0
60,0003_1997042206,0,141,1550,1008,10, ,0
61,0003_1997042212,0,144,1547,1006,10, ,0
62,0003_1997042218,1,149,1544,1004,12, ,0
63,0003_1997042300,1,155,1541,1004,12, ,0
64,0003_1997042306,1,159,1537,1002,12, ,0
65,0003_1997042312,1,164,1535,1000,15, ,0
66,0003_1997042318,1,171,1535,996,15, ,0
67,0003_1997042400,1,180,1539,996,15, ,0
68,0003_1997042406,1,189,1546,996,15, ,0
69,0003_1997042412,1,199,1555,996,15, ,0
70,0003_1997042418,1,201,1555,996,15, ,0
71,0003_1997042500,1,199,1552,995,15, ,0
72,0003_1997042506,1,202,1557,995,15, ,0
73,0003_1997042512,1,206,1562,995,15, ,0
74,0003_1997042518,1,211,1569,998,15, ,0
75,0003_1997042600,1,217,1581,1002,12, ,0
76,0003_1997042606,1,226,1596,1004,12, ,0
77,0003_1997042612,0,238,1613,1008,10, ,0
78,0004_1997050618,0,98,1684,1004,10, ,0
79,0004_1997050700,0,100,1680,1004,10, ,0
80,0004_1997050706,0,103,1677,1004,10, ,0
81,0004_1997050712,0,106,1674,1004,10, ,0
82,0004_1997050718,1,109,1672,1002,12, ,0
83,0004_1997050800,1,112,1672,1000,15, ,0
84,0004_1997050806,1,115,1672,998,15, ,0
85,0004_1997050812,1,118,1672,998,15, ,0
86,0004_1997050818,1,121,1672,998,15, ,0
87,0004_1997050900,1,124,1672,998,15, ,0
88,0004_1997050906,1,127,1671,998,15, ,0
89,0004_1997050912,1,131,1668,998,15, ,0
90,0004_1997050918,1,136,1661,998,15, ,0
91,0004_1997051000,1,140,1650,998,15, ,0
92,0004_1997051006,1,142,1635,998,15, ,0
93,0004_1997051012,1,146,1623,1000,15, ,0
94,0004_1997051018,1,150,1613,1002,12, ,0
95,0005_1997052600,1,163,1193,1002,12, ,1
96,0005_1997052606,1,163,1207,1000,12, ,1
97,0005_1997052612,1,163,1219,1000,12, ,1
98,0005_1997052618,1,165,1232,1000,12, ,1
99,0005_1997052700,1,168,1244,1000,15, ,1
100,0005_1997052706,1,177,1254,1000,15, ,1
101,0005_1997052712,1,183,1261,1000,15, ,1
102,0005_1997052718,1,191,1263,1000,15, ,1
103,0005_1997052800,2,200,1264,998,18, ,1
104,0005_1997052806,2,209,1265,998,18, ,1
105,0005_1997052812,2,217,1269,995,18, ,1
106,0005_1997052818,2,226,1276,995,18, ,1
107,0005_1997052900,2,240,1272,998,18, ,1
108,0005_1997052906,2,251,1284,998,18, ,1
109,0005_1997052912,1,262,1300,998,15, ,1
110,0005_1997052918,1,274,1320,998,15, ,1
111,0005_1997053000,1,284,1345,998,15, ,1
112,0005_1997053006,2,291,1373,998,18, ,1
113,0005_1997053012,2,299,1393,995,20, ,1
114,0005_1997053018,2,307,1410,998,18, ,1
115,0005_1997053100,2,316,1427,998,18, ,1
116,0005_1997053106,2,324,1449,998,18, ,1
117,0005_1997053112,2,331,1469,998,18, ,1
118,0005_1997053118,2,338,1492,998,18, ,1
119,0006_1997052718,0,117,1564,1002,10, ,0
