,name_datetime,I,LAT,LONG,PRES,WND,OWD,END_TAG
0,0001_1983062300,0,140,1170,1004,10, ,0
1,0001_1983062306,0,130,1170,1004,10, ,0
2,0001_1983062312,1,115,1165,1004,12, ,0
3,0001_1983062318,1,115,1150,1003,12, ,0
4,0001_1983062400,1,125,1140,1003,12, ,0
5,0001_1983062406,1,130,1130,1000,15, ,0
6,0001_1983062412,1,135,1120,1000,15, ,0
7,0001_1983062418,1,142,1113,1000,15, ,0
8,0001_1983062500,1,151,1105,998,15, ,0
9,0001_1983062506,2,157,1098,998,20, ,0
10,0001_1983062512,2,162,1089,998,20, ,0
11,0001_1983062518,2,177,1073,998,20, ,0
12,0001_1983062600,1,180,1063,1000,15, ,0
13,0001_1983062606,1,185,1050,1000,12, ,0
14,0002_1983070900,1,120,1275,1005,12, ,0
15,0002_1983070906,1,125,1265,1005,12, ,0
16,0002_1983070912,1,128,1258,1005,12, ,0
17,0002_1983070918,1,130,1250,1002,12, ,0
18,0002_1983071000,1,131,1240,1002,12, ,0
19,0002_1983071006,1,134,1230,1002,15, ,0
20,0002_1983071012,1,135,1215,1000,15, ,0
21,0002_1983071018,2,139,1189,998,20, ,0
22,0002_1983071100,2,144,1175,990,20, ,0
23,0002_1983071106,3,152,1165,984,25, ,0
24,0002_1983071112,3,157,1160,980,25, ,0
25,0002_1983071118,3,162,1155,980,25, ,0
26,0002_1983071200,3,170,1139,980,30, ,0
27,0002_1983071206,3,175,1126,983,30, ,0
28,0002_1983071212,3,180,1121,985,25, ,0
29,0002_1983071218,2,187,1117,990,20, ,0
30,0002_1983071300,1,195,1113,992,15, ,0
31,0002_1983071306,1,199,1109,994,15, ,0
32,0002_1983071312,1,203,1104,998,15, ,0
33,0002_1983071318,1,207,1098,1000,12, ,0
34,0002_1983071400,0,210,1090,1002,10, ,0
35,0003_1983071000,1,88,1435,1008,12, ,0
36,0003_1983071006,1,90,1420,1005,12, ,0
37,0003_1983071012,1,91,1400,1005,12, ,0
38,0003_1983071018,1,93,1385,1004,15, ,0
39,0003_1983071100,1,95,1366,1004,15, ,0
40,0003_1983071106,1,98,1354,1004,15, ,0
41,0003_1983071112,1,100,1344,1004,15, ,0
42,0003_1983071118,1,103,1334,1004,15, ,0
43,0003_1983071200,1,106,1322,1004,15, ,0
44,0003_1983071206,1,109,1308,1002,15, ,0
45,0003_1983071212,1,110,1299,1000,15, ,0
46,0003_1983071218,2,111,1291,995,20, ,0
47,0003_1983071300,2,112,1284,993,20, ,0
48,0003_1983071306,3,114,1277,988,25, ,0
49,0003_1983071312,3,117,1271,984,30, ,0
50,0003_1983071318,3,121,1262,980,30, ,0
51,0003_1983071400,4,126,1254,975,35, ,0
52,0003_1983071406,4,130,1245,975,35, ,0
53,0003_1983071412,3,135,1234,980,30, ,0
54,0003_1983071418,3,139,1223,980,30, ,0
55,0003_1983071500,3,142,1212,980,30, ,0
56,0003_1983071506,3,145,1205,982,30, ,0
57,0003_1983071512,3,154,1194,986,30, ,0
58,0003_1983071518,3,161,1179,984,30, ,0
59,0003_1983071600,4,167,1168,980,35, ,0
60,0003_1983071606,4,173,1156,975,35, ,0
61,0003_1983071612,4,177,1146,975,35, ,0
62,0003_1983071618,4,184,1133,970,35, ,0
63,0003_1983071700,4,190,1122,970,35, ,0
64,0003_1983071706,4,194,1110,967,35, ,0
65,0003_1983071712,3,197,1098,970,30, ,0
66,0003_1983071718,3,201,1086,975,30, ,0
67,0003_1983071800,3,209,1073,975,30, ,0
68,0003_1983071806,3,213,1053,985,25, ,0
69,0003_1983071812,1,214,1030,990,15, ,0
70,0003_1983071818,1,215,1002,995,15, ,0
71,0004_1983072000,0,80,1440,1005,10, ,0
72,0004_1983072006,0,88,1428,1005,10, ,0
73,0004_1983072012,0,92,1415,1005,10, ,0
74,0004_1983072018,0,97,1400,1005,10, ,0
75,0004_1983072100,1,105,1390,1004,12, ,0
76,0004_1983072106,1,115,1379,1004,12, ,0
77,0004_1983072112,1,122,1369,1004,12, ,0
78,0004_1983072118,1,130,1362,1004,12, ,0
79,0004_1983072200,1,136,1354,1002,15, ,0
80,0004_1983072206,1,146,1341,1000,15, ,0
81,0004_1983072212,2,153,1329,995,20, ,0
82,0004_1983072218,3,162,1318,990,25, ,0
83,0004_1983072300,3,170,1300,988,25, ,0
